,Country Name,Country Code,Indicator Name,Indicator Code,2016,2017,2018,2019,2020
21192,Italy,ITA,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,71.7,71.8,73.2,73.0,72.9
21195,Italy,ITA,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,60.3,62.6,68.3,66.3,64.0
21200,Italy,ITA,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,19.5,17.0,23.3,16.8,14.6
21234,Italy,ITA,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,58.0
21238,Italy,ITA,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,128.0
21397,Jamaica,JAM,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,66.2,67.3,67.7,68.3,69.7
21400,Jamaica,JAM,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,53.6,65.1,65.1,64.8,64.9
21405,Jamaica,JAM,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,15.0,14.0,14.0,13.6,13.6
21439,Jamaica,JAM,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,71.0
21443,Jamaica,JAM,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,124.0
21602,Japan,JPN,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,77.5,77.9,78.0,78.0,78.0
21605,Japan,JPN,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,78.2,80.8,81.4,81.6,81.6
21610,Japan,JPN,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,28.0,26.3,24.7,24.0,23.9
21644,Japan,JPN,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,29.0
21648,Japan,JPN,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,51.0
21807,Jordan,JOR,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,56.7,57.0,59.9,61.3,69.0
21810,Jordan,JOR,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,69.9,70.5,71.0,71.7,78.7
21815,Jordan,JOR,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,13.1,10.6,10.6,10.5,10.5
21849,Jordan,JOR,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,75.0
21853,Jordan,JOR,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,62.0
22012,Kazakhstan,KAZ,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,70.9,74.8,76.9,78.0,79.6
22015,Kazakhstan,KAZ,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,78.6,78.6,78.6,78.0,78.2
22020,Kazakhstan,KAZ,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,16.2,16.2,16.2,16.2,16.4
22054,Kazakhstan,KAZ,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,25.0
22058,Kazakhstan,KAZ,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,64.0
22217,Kenya,KEN,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,58.0,62.8,65.4,71.0,73.2
22220,Kenya,KEN,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,64.4,65.0,67.5,68.2,72.8
22225,Kenya,KEN,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,29.8,30.1,30.1,30.1,30.1
22259,Kenya,KEN,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,56.0
22263,Kenya,KEN,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,94.0
22422,Kiribati,KIR,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,45.4,46.7,46.2,46.8,46.9
22425,Kiribati,KIR,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,72.3,71.4,71.4,71.4,71.4
22430,Kiribati,KIR,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,24.3,24.3,24.3,24.3,24.3
22464,Kiribati,KIR,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,164.0
22468,Kiribati,KIR,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,98.0
22627,"Korea, Rep.",KOR,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,83.1,84.0,84.0,84.0,84.0
22630,"Korea, Rep.",KOR,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,86.9,86.9,86.9,86.9,87.4
22635,"Korea, Rep.",KOR,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,18.2,18.2,18.2,18.2,18.2
22669,"Korea, Rep.",KOR,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,5.0
22673,"Korea, Rep.",KOR,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,21.0
22832,Kosovo,XKX,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,63.0,64.9,70.5,71.0,73.2
22835,Kosovo,XKX,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,71.1,80.8,80.8,81.9,81.9
22840,Kosovo,XKX,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,9.3,9.3,9.3,9.3,9.3
22874,Kosovo,XKX,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,57.0
22878,Kosovo,XKX,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,48.0
23037,Kuwait,KWT,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,60.7,60.0,61.8,62.6,67.4
23040,Kuwait,KWT,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,92.5,92.5,92.5,92.5,92.5
23045,Kuwait,KWT,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,0.0,0.0,0.0,0.0,0.0
23079,Kuwait,KWT,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,83.0
23083,Kuwait,KWT,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,6.0
23242,Kyrgyz Republic,KGZ,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,61.3,61.3,62.4,65.4,67.8
23245,Kyrgyz Republic,KGZ,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,51.5,51.5,51.5,51.5,67.2
23250,Kyrgyz Republic,KGZ,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,6.4,6.4,6.4,6.4,6.7
23284,Kyrgyz Republic,KGZ,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,80.0
23288,Kyrgyz Republic,KGZ,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,117.0
23447,Lao PDR,LAO,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,48.2,49.1,50.0,49.8,50.8
23450,Lao PDR,LAO,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,54.2,54.2,54.2,54.2,54.2
23455,Lao PDR,LAO,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,16.0,15.8,15.8,16.4,16.4
23489,Lao PDR,LAO,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,154.0
23493,Lao PDR,LAO,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,157.0
23652,Latvia,LVA,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,79.1,80.6,80.0,80.3,80.3
23655,Latvia,LVA,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,88.8,89.8,89.8,89.7,89.0
23660,Latvia,LVA,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,6.3,6.3,6.3,6.4,7.8
23694,Latvia,LVA,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,19.0
23698,Latvia,LVA,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,16.0
23857,Lebanon,LBN,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,54.7,54.5,54.4,54.4,54.3
23860,Lebanon,LBN,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,68.1,68.2,68.2,67.9,67.5
23865,Lebanon,LBN,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,6.1,6.1,6.1,6.2,6.9
23899,Lebanon,LBN,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,143.0
23903,Lebanon,LBN,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,116.0
24062,Lesotho,LSO,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,55.2,58.0,58.6,58.7,59.4
24065,Lesotho,LSO,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,69.0,69.0,68.7,68.9,68.9
24070,Lesotho,LSO,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,10.8,10.8,10.8,10.8,10.8
24104,Lesotho,LSO,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,122.0
24108,Lesotho,LSO,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,110.0
24267,Liberia,LBR,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,40.0,40.0,43.6,43.5,43.2
24270,Liberia,LBR,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,75.9,76.7,76.7,76.7,76.4
24275,Liberia,LBR,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,35.4,35.4,35.4,35.4,35.4
24309,Liberia,LBR,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,175.0
24313,Liberia,LBR,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,76.0
24472,Libya,LBY,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,32.6,32.5,32.5,32.7,32.7
24475,Libya,LBY,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,63.6,63.6,63.6,63.6,63.6
24480,Libya,LBY,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,22.1,22.1,22.1,22.1,22.1
24514,Libya,LBY,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,186.0
24518,Libya,LBY,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,130.0
24677,Liechtenstein,LIE,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,,,,64.9,64.8
24680,Liechtenstein,LIE,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,,,,79.0,79.0
24685,Liechtenstein,LIE,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,,,,-2.0,-2.0
24719,Liechtenstein,LIE,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,
24723,Liechtenstein,LIE,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,
24882,Lithuania,LTU,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,79.0,79.2,80.6,81.0,81.6
24885,Lithuania,LTU,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,85.4,85.5,87.8,88.7,88.8
24890,Lithuania,LTU,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,5.9,5.9,5.9,5.9,5.9
24924,Lithuania,LTU,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,11.0
24928,Lithuania,LTU,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,18.0
25087,Luxembourg,LUX,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,69.2,69.2,69.6,69.6,69.6
25090,Luxembourg,LUX,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,87.4,87.4,87.4,87.4,87.4
25095,Luxembourg,LUX,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,4.6,4.6,4.2,4.2,4.2
25129,Luxembourg,LUX,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,72.0
25133,Luxembourg,LUX,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,23.0
25292,Madagascar,MDG,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,41.9,42.7,46.4,47.0,47.7
25295,Madagascar,MDG,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,62.7,62.7,62.7,62.6,62.6
25300,Madagascar,MDG,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,16.3,16.3,16.3,16.6,16.6
25334,Madagascar,MDG,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,161.0
25338,Madagascar,MDG,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,134.0
25497,Malawi,MWI,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,49.7,53.2,59.5,60.4,60.9
25500,Malawi,MWI,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,62.0,61.9,61.9,62.0,62.4
25505,Malawi,MWI,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,20.4,20.4,20.4,20.4,20.4
25539,Malawi,MWI,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,109.0
25543,Malawi,MWI,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,135.0
25702,Malaysia,MYS,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,78.6,78.3,78.8,81.3,81.5
25705,Malaysia,MYS,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,73.5,73.4,76.1,76.1,76.0
25710,Malaysia,MYS,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,22.7,22.7,21.8,21.8,19.6
25744,Malaysia,MYS,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,12.0
25748,Malaysia,MYS,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,80.0
25907,Maldives,MDV,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,52.4,52.4,53.2,53.3,53.3
25910,Maldives,MDV,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,60.5,60.1,66.1,66.4,66.4
25915,Maldives,MDV,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,13.1,13.1,13.1,13.1,13.1
25949,Maldives,MDV,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,147.0
25953,Maldives,MDV,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,119.0
26112,Mali,MLI,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,50.3,52.6,52.9,53.1,52.9
26115,Mali,MLI,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,51.5,51.5,51.5,51.5,48.9
26120,Mali,MLI,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,10.1,10.1,10.1,10.1,7.5
26154,Mali,MLI,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,148.0
26158,Mali,MLI,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,173.0
26317,Malta,MLT,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,62.3,64.8,65.2,65.5,66.1
26320,Malta,MLT,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,77.5,76.2,76.2,76.2,76.2
26325,Malta,MLT,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,30.2,32.4,32.3,32.3,32.3
26359,Malta,MLT,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,88.0
26363,Malta,MLT,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,78.0
26522,Marshall Islands,MHL,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,50.6,50.9,50.9,50.9,50.9
26525,Marshall Islands,MHL,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,73.5,76.8,76.8,76.2,76.1
26530,Marshall Islands,MHL,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,0.0,0.0,0.0,0.0,0.0
26564,Marshall Islands,MHL,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,153.0
26568,Marshall Islands,MHL,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,79.0
26727,Mauritania,MRT,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,43.8,46.9,48.4,49.4,51.1
26730,Mauritania,MRT,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,19.5,36.5,42.6,42.6,42.6
26735,Mauritania,MRT,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,0.0,0.0,0.0,0.0,0.0
26769,Mauritania,MRT,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,152.0
26773,Mauritania,MRT,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,177.0
26932,Mauritius,MUS,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,76.0,76.5,78.9,80.3,81.5
26935,Mauritius,MUS,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,90.8,90.8,90.8,93.5,94.0
26940,Mauritius,MUS,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,10.4,10.4,10.4,10.3,10.3
26974,Mauritius,MUS,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,13.0
26978,Mauritius,MUS,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,5.0
27137,Mexico,MEX,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,71.6,72.4,72.5,72.3,72.4
27140,Mexico,MEX,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,66.4,66.7,66.5,65.6,65.8
27145,Mexico,MEX,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,27.2,26.4,26.9,27.9,27.0
27179,Mexico,MEX,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,60.0
27183,Mexico,MEX,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,120.0
27342,"Micronesia, Fed. Sts.",FSM,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,48.1,48.1,48.1,48.1,48.1
27345,"Micronesia, Fed. Sts.",FSM,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,68.8,68.8,68.8,68.8,68.8
27350,"Micronesia, Fed. Sts.",FSM,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,0.0,0.0,0.0,0.0,0.0
27384,"Micronesia, Fed. Sts.",FSM,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,158.0
27388,"Micronesia, Fed. Sts.",FSM,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,111.0
27547,Moldova,MDA,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,71.4,72.5,72.7,73.1,74.4
27550,Moldova,MDA,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,80.0,84.6,84.6,84.7,85.2
27555,Moldova,MDA,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,8.9,8.9,8.9,8.6,8.7
27589,Moldova,MDA,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,48.0
27593,Moldova,MDA,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,33.0
27752,Mongolia,MNG,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,65.3,66.1,67.4,67.7,67.8
27755,Mongolia,MNG,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,75.3,84.4,77.3,77.3,77.3
27760,Mongolia,MNG,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,10.3,10.3,10.3,10.3,10.2
27794,Mongolia,MNG,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,81.0
27798,Mongolia,MNG,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,71.0
27957,Montenegro,MNE,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,70.6,71.2,73.8,73.7,73.8
27960,Montenegro,MNE,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,71.5,76.7,76.7,76.7,76.7
27965,Montenegro,MNE,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,8.3,8.2,8.2,8.3,8.3
27999,Montenegro,MNE,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,50.0
28003,Montenegro,MNE,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,75.0
28162,Morocco,MAR,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,67.4,69.2,69.2,71.7,73.4
28165,Morocco,MAR,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,83.8,83.7,85.7,85.7,87.2
28170,Morocco,MAR,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,25.4,25.3,25.1,25.1,21.1
28204,Morocco,MAR,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,53.0
28208,Morocco,MAR,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,24.0
28367,Mozambique,MOZ,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,52.8,52.1,52.8,54.6,55.0
28370,Mozambique,MOZ,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,61.2,61.8,61.8,64.0,64.0
28375,Mozambique,MOZ,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,30.8,30.8,30.8,30.8,30.8
28409,Mozambique,MOZ,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,138.0
28413,Mozambique,MOZ,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,127.0
28572,Myanmar,MMR,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,42.1,42.7,43.0,43.5,46.8
28575,Myanmar,MMR,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,63.6,63.7,63.9,63.9,63.9
28580,Myanmar,MMR,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,26.9,26.9,26.8,26.8,26.8
28614,Myanmar,MMR,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,165.0
28618,Myanmar,MMR,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,129.0
28777,Namibia,NAM,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,60.0,60.1,61.1,61.4,61.4
28780,Namibia,NAM,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,74.5,74.5,74.5,74.5,74.5
28785,Namibia,NAM,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,17.2,16.7,16.7,16.7,16.7
28819,Namibia,NAM,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,104.0
28823,Namibia,NAM,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,88.0
28982,Nepal,NPL,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,59.7,58.0,60.0,59.7,63.2
28985,Nepal,NPL,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,58.1,57.9,57.9,52.7,47.1
28990,Nepal,NPL,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,17.6,17.6,17.6,16.0,15.0
29024,Nepal,NPL,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,94.0
29028,Nepal,NPL,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,175.0
29187,Netherlands,NLD,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,75.5,75.6,76.1,76.1,76.1
29190,Netherlands,NLD,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,87.5,87.7,87.6,87.6,87.4
29195,Netherlands,NLD,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,20.4,20.6,20.5,20.5,20.4
29229,Netherlands,NLD,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,42.0
29233,Netherlands,NLD,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,22.0
29392,New Zealand,NZL,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,87.1,87.2,87.0,87.0,86.8
29395,New Zealand,NZL,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,90.3,90.7,91.1,91.1,91.0
29400,New Zealand,NZL,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,30.0,30.0,29.9,29.9,29.9
